title,year,number,director,location,field,boxoffice,info,poster,genre,events
"Chasing Portraits",2018,-3.5,"Elizabeth Rynecki","미국, 캐나다, 이스라엘, 폴란드","상업영화","자료없음",https://www.imdb.com/title/tt7863894,https://m.media-amazon.com/images/M/MV5BMGRhYTkwYTUtZjFjMi00ZWUyLThjOTktNTlkNGRiYTg5ZGQ1XkEyXkFqcGdeQXVyNzg3NTYyMzY@._V1_UX182_CR00182268_AL_.jpg,"Documentary, History"
"Abrahams Gold",1990,-3.5,"Jörg Graser","서독","상업영화","자료없음",https://www.imdb.com/title/tt0096752,https://m.media-amazon.com/images/M/MV5BMGExNjQ4ODktOTE5My00ZDA1LTk2MjQtY2ExNTMzMmQ4N2M3XkEyXkFqcGdeQXVyMTAyNDU2NDM@._V1_UY268_CR20182268_AL_.jpg,"Drama"
"Guernica",1978,-3.5,"Emir Kusturica","체코슬로바키아","상업영화","자료없음",https://www.imdb.com/title/tt0172520,https://m.media-amazon.com/images/M/MV5BYzFkYWZhOGMtZWMwNC00Nzc0LTgxYTQtMjJlNGNkMjc1MWFiXkEyXkFqcGdeQXVyMjU0MjU2MjI@._V1_UY268_CR40182268_AL_.jpg,"Short, Drama"
"Fighter",2000,-3.5,"Amir Bar-Lev","미국","상업영화","자료없음",https://www.imdb.com/title/tt0263338,https://m.media-amazon.com/images/M/MV5BMTU3MjQ2NjU4NF5BMl5BanBnXkFtZTcwNDc1NzMyMQ@@._V1_UX182_CR00182268_AL_.jpg,"Documentary"
"Shemira",2017,-4.5,"Adam Wells","영국","상업영화","자료없음",https://www.imdb.com/title/tt6106462,https://m.media-amazon.com/images/M/MV5BNjY1NWI1MGMtMGIyMS00YzgzLWFmNTktNDBmNDM2ZGE5YzgwXkEyXkFqcGdeQXVyNTM4OTIyODk@._V1_UY268_CR30182268_AL_.jpg,"Short, Drama"
"Zeugin aus der Hölle",1966,-3.5,"Zivorad Zika Mitrovic","서독, 유고슬라비아","상업영화","자료없음",https://www.imdb.com/title/tt0062522,https://m.media-amazon.com/images/M/MV5BODI4YjI5YjYtNGE5My00YjgwLTkzMGYtOGI1Y2U2MjRkNmNiXkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_UY268_CR10182268_AL_.jpg,"Drama"
"Síla lidskosti - Nicholas Winton",2002,-3.5,"Matej Minac","체코, 슬로바키아","상업영화","자료없음",https://www.imdb.com/title/tt0328499,https://m.media-amazon.com/images/M/MV5BNzk5NTA1NTUxMV5BMl5BanBnXkFtZTcwMjA4MDA5OA@@._V1_UY268_CR30182268_AL_.jpg,"Documentary"
"Forgiveness",2008,-3.5,"Mariusz Kotowski","미국","상업영화","자료없음",https://www.imdb.com/title/tt1300580,https://m.media-amazon.com/images/M/MV5BNTM3NTczNTkxNV5BMl5BanBnXkFtZTcwOTg1MzI4Mg@@._V1_UY268_CR1100182268_AL_.jpg,"Drama"
"Humerus",2013,-3.5,"Ben Luther King","독일","상업영화","자료없음",https://www.imdb.com/title/tt2701564,https://m.media-amazon.com/images/M/MV5BMjM0MzY0NzAzNV5BMl5BanBnXkFtZTcwMjY0MTAyOQ@@._V1_UX182_CR00182268_AL_.jpg,"Short"
"Kornblumenblau",1989,-3.5,"Leszek Wosiewicz","폴란드","상업영화","자료없음",https://www.imdb.com/title/tt0095464,https://m.media-amazon.com/images/M/MV5BYjBhODA4MDEtYTYzYS00NDgxLWExZTAtOWIxYzU5MTUwN2M4XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_UY268_CR30182268_AL_.jpg,"Drama, Music"
"Sekret",2012,-4.5,"Przemyslaw Wojcieszek","폴란드","상업영화","자료없음",https://www.imdb.com/title/tt2235723,https://m.media-amazon.com/images/M/MV5BMzQzYTczOWMtYjM4Ny00MzllLWJiNDktYmIwZmRkNGVjYTEwL2ltYWdlXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_UY268_CR30182268_AL_.jpg,"Drama"
"Judentransport XX",2003,-3.5,"Johan Op de Beeck","벨기에, 네덜란드","상업영화","자료없음",https://www.imdb.com/title/tt0848333,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"Lost Town",2013,-4.5,"Richard Goldgewicht, Jeremy Goldscheider","미국","상업영화","자료없음",https://www.imdb.com/title/tt2180459,https://m.media-amazon.com/images/M/MV5BMTQxOTg4Njc4OF5BMl5BanBnXkFtZTcwODE4MTE2OA@@._V1_UX182_CR00182268_AL_.jpg,"Documentary"
"Robert Clary A5714: A Memoir of Liberation",1984,-3.5,"Budd Margolis","미국","상업영화","자료없음",https://www.imdb.com/title/tt1054643,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"A People Uncounted",2011,-5.5,"Aaron Yeger","캐나다","상업영화","390달러",https://www.imdb.com/title/tt1848767,https://m.media-amazon.com/images/M/MV5BNzYzODI3OTA1MF5BMl5BanBnXkFtZTcwNTkxNzU5Ng@@._V1_UX182_CR00182268_AL_.jpg,"Documentary, History, Music"
"Singing in the Dark",1956,-3.5,"Max Nosseck","미국","상업영화","자료없음",https://www.imdb.com/title/tt0049760,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Drama, Crime, Music"
"Memories of the Warsaw Ghetto",2016,-7.5,"Alexander Genievsky","미국","상업영화","자료없음",https://www.imdb.com/title/tt3412084,https://m.media-amazon.com/images/M/MV5BMTIyZTQ5NTUtMDUyNS00NWZjLWE4MzQtNTk5N2QwM2NjNTcwXkEyXkFqcGdeQXVyMjA3OTgyMA@@._V1_UY268_CR40182268_AL_.jpg,"Documentary, Biography, History"
"Making a Killing",2000,-4.5,"Anne Webber","영국","상업영화","자료없음",https://www.imdb.com/title/tt1051841,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"The Hope: The Rebirth of Israel",2015,-4.5,"Erin Zimmerman","미국","상업영화","자료없음",https://www.imdb.com/title/tt4804142,https://m.media-amazon.com/images/M/MV5BMTUxNjI3NTY4M15BMl5BanBnXkFtZTgwNjgzMDQxNjE@._V1_UY268_CR220182268_AL_.jpg,"Documentary"
"Lang ist der Weg",1949,-3.5,"Herbert B. Fredersdorf, Marek Goldstein","독일, 미국","상업영화","자료없음",https://www.imdb.com/title/tt0040527,https://m.media-amazon.com/images/M/MV5BZmJkYTk3ODctOTAzOS00MzdmLTk0YWMtNjM4NjY0N2FhNjk4XkEyXkFqcGdeQXVyNTcyNjMxNzA@._V1_UX182_CR00182268_AL_.jpg,"Drama, War"
"The Children of Chabannes",1999,-3.5,"Lisa Gossels, Dean Wetherell","미국","독립영화","33,413달러",https://www.imdb.com/title/tt0202831,https://m.media-amazon.com/images/M/MV5BNzA5MTgzMDU5MF5BMl5BanBnXkFtZTcwMzA4NDAzMQ@@._V1_UY268_CR40182268_AL_.jpg,"Documentary, War"
"BGlal Hamilhamah Hahi",1988,-3.5,"Orna Ben-Dor Niv","이스라엘","상업영화","자료없음",https://www.imdb.com/title/tt0123474,https://m.media-amazon.com/images/M/MV5BMjA5MTIwMjU0M15BMl5BanBnXkFtZTcwOTgzMDIyMQ@@._V1_UX182_CR00182268_AL_.jpg,"Documentary"
"Atrocity",2006,-4.5,"Adam Kargman","미국","상업영화","자료없음",https://www.imdb.com/title/tt0898895,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Short, Drama, History"
"Lheure de la vérité",1965,-3.5,"Henri Calef","이스라엘, 프랑스","상업영화","자료없음",https://www.imdb.com/title/tt0059266,https://m.media-amazon.com/images/M/MV5BMjIxNTAzNzI5OV5BMl5BanBnXkFtZTcwMjM4Njg3MQ@@._V1_UY268_CR40182268_AL_.jpg,"Drama"
"Undying Love",2002,-4.5,"Helene Klodawsky","캐나다","상업영화","자료없음",https://www.imdb.com/title/tt0354990,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary, Romance, Drama"
"La memoria del agua",1992,-3.5,"Héctor Faver","스페인, 아르헨티나","상업영화","자료없음",https://www.imdb.com/title/tt0104851,https://m.media-amazon.com/images/M/MV5BZmEzZGVjMzgtZjhmZS00YTEyLTlhOTMtZmMzMDJmYzg0ZDc4XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_UY268_CR30182268_AL_.jpg,"Documentary, Drama"
"The Ties That Bind",1985,-3.5,"Su Friedrich","미국","독립영화","자료없음",https://www.imdb.com/title/tt0088270,https://m.media-amazon.com/images/M/MV5BMjM2NDg4MTE2NF5BMl5BanBnXkFtZTgwNzc0ODk1MDE@._V1_UY268_CR90182268_AL_.jpg,"Documentary"
"Rewriting History",2012,-5.5,"Marc Radomsky, Danny Ben-Moshe","호주","상업영화","자료없음",https://www.imdb.com/title/tt2613794,https://m.media-amazon.com/images/M/MV5BZDE3ZmMzODQtMmNkYy00ODkxLWI3MmYtZjUwNDA4Yzk2MjM5XkEyXkFqcGdeQXVyMzMwMjk1NTE@._V1_UX182_CR00182268_AL_.jpg,"Documentary"
"So Many Miracles",1987,-3.5,"Vic Sarin, Katherine Smalley","캐나다","상업영화","자료없음",https://www.imdb.com/title/tt0282174,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"Das letzte Loch",1981,-3.5,"Herbert Achternbusch","서독","상업영화","자료없음",https://www.imdb.com/title/tt0082651,https://m.media-amazon.com/images/M/MV5BMTJjZDMzNzYtYmM3OC00OTc2LWI2ZDgtNDE4ODk5ZmQzZDdmXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UY268_CR00182268_AL_.jpg,"Drama"
"In Line for Anne Frank",2014,-3.5,"Robert Schinkel, Martijn Bink","네덜란드","상업영화","자료없음",https://www.imdb.com/title/tt3574412,https://m.media-amazon.com/images/M/MV5BODM1MzczMDI1OF5BMl5BanBnXkFtZTgwNjY4OTc3NTE@._V1_UX182_CR00182268_AL_.jpg,"Documentary, History, War"
"Buried",2014,-4.5,"Will Tizard","체코","상업영화","자료없음",https://www.imdb.com/title/tt3568352,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"Adolf Eichmann: the Secret Memoirs",2002,-5.5,"Nissim Mossek, Alan Rosenthal","이스라엘","상업영화","자료없음",https://www.imdb.com/title/tt1172948,https://m.media-amazon.com/images/M/MV5BZjk1YTQyNmQtYTgyMi00OThlLTk3YTUtOTRiY2NmNzk5MzNlXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UX182_CR00182268_AL_.jpg,"Documentary"
"Lala",2017,-5.5,"Stephen D. Smith","미국","상업영화","자료없음",https://www.imdb.com/title/tt8032112,https://m.media-amazon.com/images/M/MV5BY2NkYzllZWQtZTBjYy00ODYzLTgyMTgtYzhhNGM5ZjE0MmMxXkEyXkFqcGdeQXVyMjA4NTE1NDc@._V1_UY268_CR170182268_AL_.jpg,"Animation, Short"
"Voices from the Attic",1988,-4.5,"Debbie Goodstein","미국","독립영화","자료없음",https://www.imdb.com/title/tt0124205,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"Kapo",1999,-4.5,"Tor Ben-Mayor, Dan Setton","이스라엘","상업영화","자료없음",https://www.imdb.com/title/tt0213761,https://m.media-amazon.com/images/M/MV5BZDgzMTEyZDctM2VjZi00MGU3LWIwOTUtZGM2ZTJjNjE3MjZhXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UY268_CR90182268_AL_.jpg,"Documentary"
"David Proshker",2000,-5.5,"Larry Eisenberg","미국","상업영화","자료없음",https://www.imdb.com/title/tt0263253,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Short, Drama"
"Kaddish",1984,-4.5,"Steve Brand","미국","상업영화","자료없음",https://www.imdb.com/title/tt0162419,https://m.media-amazon.com/images/M/MV5BODQ0ZTk2MmItZDg5YS00NTAzLWFjOTgtMDQ3M2YyMGY3NWM0XkEyXkFqcGdeQXVyNTI3MzEwOA@@._V1_UX182_CR00182268_AL_.jpg,"Documentary"
"The Port of Last Resort",1998,-3.5,"Joan Grossman, Paul Rosdy","오스트리아","독립영화","자료없음",https://www.imdb.com/title/tt0195157,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"Miracle of the Widow",2009,-3.5,"Paul Stoos","미국","독립영화","자료없음",https://www.imdb.com/title/tt1534344,https://m.media-amazon.com/images/M/MV5BMTQxOTI5NjA5Nl5BMl5BanBnXkFtZTcwMjYzNjYxMw@@._V1_UY268_CR30182268_AL_.jpg,"Family"
"The Story of Lina Amato",2018,-4.5,"Johnathan Andrews","남아프리카공화국","상업영화","자료없음",https://www.imdb.com/title/tt8639318,https://m.media-amazon.com/images/M/MV5BNDNlNmE4ODEtNTZjZS00OTM1LWJlY2MtYTE2MWU3Mzc1MDU4XkEyXkFqcGdeQXVyODk1NjczNTM@._V1_UY268_CR30182268_AL_.jpg,"Documentary"
"Ingrid Pitt: Beyond the Forest",2011,-6.5,"Kevin Sean Michaels","미국","상업영화","자료없음",https://www.imdb.com/title/tt1931457,https://m.media-amazon.com/images/M/MV5BNDgxNjc3NTYyOV5BMl5BanBnXkFtZTgwMDY4NTA2MDE@._V1_UY268_CR10182268_AL_.jpg,"Animation, Short"
"The Last Flight of Petr Ginz",2012,-6.5,"Sandra Dickson, Churchill Roberts","미국","상업영화","자료없음",https://www.imdb.com/title/tt2101469,https://m.media-amazon.com/images/M/MV5BMTc0NzQyMzE5NV5BMl5BanBnXkFtZTgwMjU4OTQ3MzE@._V1_UY268_CR40182268_AL_.jpg,"Documentary"
"Shadows",2000,-6.5,"Mitch Levine","미국","상업영화","자료없음",https://www.imdb.com/title/tt0201919,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Drama, Short"
"17 Rue Saint Fiacre",1999,-5.5,"Daniel Meyers","프랑스","상업영화","자료없음",https://www.imdb.com/title/tt1053200,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Short"
"Everythings for You",1989,-4.5,"Abraham Ravett","미국","독립영화","자료없음",https://www.imdb.com/title/tt0097304,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"Raising the Ashes",1997,-4.5,"Michael OKeefe","미국","독립영화","자료없음",https://www.imdb.com/title/tt0127205,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"Blinky & Me",2011,-7.5,"Tomasz Magierski","미국, 폴란드","상업영화","자료없음",https://www.imdb.com/title/tt2258287,https://m.media-amazon.com/images/M/MV5BMTkwMjQ0NzY5OV5BMl5BanBnXkFtZTcwMjc3OTk0Nw@@._V1_UY268_CR80182268_AL_.jpg,"Documentary"
"The Buchenwald Ball",2006,-5.5,"Danny Ben-Moshe, Uri Mizrahi","호주","상업영화","자료없음",https://www.imdb.com/title/tt1051792,https://m.media-amazon.com/images/M/MV5BMzkzOTA0OTQtMjA3My00ZTljLThkZDctOWZhNTE1YWRlMDM0XkEyXkFqcGdeQXVyMzMwMjk1NTE@._V1_UX182_CR00182268_AL_.jpg,"Documentary"
"Last Dance",2002,-6.5,"Mirra Bank","미국","상업영화","14,781달러",https://www.imdb.com/title/tt0316160,https://m.media-amazon.com/images/M/MV5BOTEyNTE4ODM2N15BMl5BanBnXkFtZTgwOTI0MjM3NjE@._V1_UX182_CR00182268_AL_.jpg,"Documentary"
"Return to Vienna",1983,-3.5,"Josef Aichholzer, Ruth Beckermann","오스트리아","상업영화","자료없음",https://www.imdb.com/title/tt1056240,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"The Paper Bridge",1987,-4.5,"Ruth Beckermann","오스트리아","상업영화","자료없음",https://www.imdb.com/title/tt1056228,https://m.media-amazon.com/images/M/MV5BYzRkNzEwNzItZGRmNy00ZWFmLTk2ZTgtODMxZjcxY2ZhNTcyXkEyXkFqcGdeQXVyNjc3NzUwNTg@._V1_UX182_CR00182268_AL_.jpg,"Documentary"
"Hidden Heroes",1999,-6.5,"Karen Pascal","캐나다","상업영화","자료없음",https://www.imdb.com/title/tt0412816,https://m.media-amazon.com/images/M/MV5BNTQyODI1OTI0MV5BMl5BanBnXkFtZTcwNTQxNDczMQ@@._V1_UX182_CR00182268_AL_.jpg,"Documentary"
"Burning Questions",1999,-7.5,"Michael Porembski","미국","독립영화","자료없음",https://www.imdb.com/title/tt0222862,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"The Dark Side",2016,-8.5,"Natalie Assouline","이스라엘","상업영화","자료없음",https://www.imdb.com/title/tt5128054,https://m.media-amazon.com/images/M/MV5BN2Q4NDVjZGItNmQ2NC00MzgzLThiZjItODE3NmQwMjg3NmY3XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UY268_CR870182268_AL_.jpg,"Documentary, Drama, History"
"Nikmat Lerner",2007,-4.5,"Gilad Tocatly","이스라엘","상업영화","자료없음",https://www.imdb.com/title/tt1413830,https://m.media-amazon.com/images/M/MV5BMTZiODQwZWMtN2Q0My00MzI1LTlhMGQtZTgxZTdlZTk0MmUwXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UY268_CR290182268_AL_.jpg,"Documentary"
"My Dear Clara",2002,-7.5,"Garry Beitel","캐나다","상업영화","자료없음",https://www.imdb.com/title/tt1054624,https://m.media-amazon.com/images/M/MV5BOTcwMDRjY2MtMzk3Mi00ODc2LWJlYmYtZDgxZTM1NGY1NWRkXkEyXkFqcGdeQXVyMjIyNTg1OTk@._V1_UY268_CR1070182268_AL_.jpg,"Documentary, Short"
"Stolperstein",2008,-4.5,"Dörte Franke","독일","상업영화","자료없음",https://www.imdb.com/title/tt1278454,https://m.media-amazon.com/images/M/MV5BMWViODA5ZjYtYzZmOS00ZjIzLWFhMDctNGRmYTc0YjJkMDBhXkEyXkFqcGdeQXVyMjA5ODEwNzE@._V1_UY268_CR30182268_AL_.jpg,"Documentary"
"Yanush Korchak",2004,-4.5,"Semyon Vinokur","이스라엘","상업영화","자료없음",https://www.imdb.com/title/tt0469861,https://m.media-amazon.com/images/M/MV5BZTgwMWU4ZDctMmZkYi00YTJmLWE5MGYtMTY3MzZmMzdhOTJjXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UY268_CR1000182268_AL_.jpg,"Biography"
"Tak for Alt: Survival of a Human Spirit",2000,-7.5,"Laura Bialis, Broderick Fox","미국","독립영화","자료없음",https://www.imdb.com/title/tt0228919,https://m.media-amazon.com/images/M/MV5BMWQ3MmU2NGMtYjhhMi00ZTlhLWFjYWEtODFjZGE1OWRkNDViXkEyXkFqcGdeQXVyMTgxODQxMDE@._V1_UX182_CR00182268_AL_.jpg,"Documentary"
"Lisola delle rose, la tragedia di un paradiso",2008,-5.5,"Rebecca Samonà","이탈리아","상업영화","자료없음",https://www.imdb.com/title/tt1548595,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"Angst",1993,-3.5,"Judy Menczel","호주","독립영화","자료없음",https://www.imdb.com/title/tt0182716,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary, Comedy"
"Ben Ali Libi, goochelaar",2015,-5.5,"Dirk Jan Roeleven","네덜란드, 폴란드","상업영화","자료없음",https://www.imdb.com/title/tt4154918,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"From Hawaii to the Holocaust",1993,-4.5,"Ryan Sexton, Judy Weightman","미국","상업영화","자료없음",https://www.imdb.com/title/tt0269250,https://m.media-amazon.com/images/M/MV5BMTc1NjUwNzc0N15BMl5BanBnXkFtZTcwNDE4MzQyMQ@@._V1_UX182_CR00182268_AL_.jpg,"자료없음"
"The Seventh Million",1995,-4.5,"Benny Brunner","이스라엘, 네덜란드","상업영화","자료없음",https://www.imdb.com/title/tt0170563,https://m.media-amazon.com/images/M/MV5BYjQ3MzcwM2MtM2MwYy00ZmM4LTk0ODctMTQ3ZTNhMGU5NTZmXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_UY268_CR50182268_AL_.jpg,"Documentary"
"Vittnesbördet",1945,-3.5,"Nils Jerring","스웨덴","상업영화","자료없음",https://www.imdb.com/title/tt7510832,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary, Short, History"
"Den endelige løsning",2013,-5.5,"Alexander Bak Sagmo","덴마크","상업영화","자료없음",https://www.imdb.com/title/tt3619464,https://m.media-amazon.com/images/M/MV5BMzY0OTFlODQtZDMzOS00MjUwLWE0OGItMDIyYmExMDY1Zjg2XkEyXkFqcGdeQXVyMzgzMjI0MTI@._V1_UY268_CR100182268_AL_.jpg,"Short, Drama, War"
"Simply Human",2000,-8.5,"Izzy Abrahami, Erga Netz","이스라엘","상업영화","자료없음",https://www.imdb.com/title/tt1058002,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary, Short"
"The Gift",2010,-4.5,"Ari Mark","미국","상업영화","자료없음",https://www.imdb.com/title/tt1644694,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Animation, Drama"
"The Holocaust Tourist",2005,-3.5,"Jes Benstock","영국","상업영화","자료없음",https://www.imdb.com/title/tt0495600,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary, Short"
"McJew",1989,-5.5,"Michael J. Young","미국","상업영화","자료없음",https://www.imdb.com/title/tt1637640,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary, Short"
"Tzedek",1994,-3.5,"Marek Halter","프랑스, 스위스","상업영화","자료없음",https://www.imdb.com/title/tt0111526,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary"
"The Children of Izieu",1992,-4.5,"Tom Demenkoff","미국","상업영화","자료없음",https://www.imdb.com/title/tt1057891,https://img.sbs.co.kr/newimg/news/20180806/201213344.jpg,"Documentary, Short"
